epoch:	train_RMSD:	train_MAE:
0	6.9227	6.3043
1	6.5571	5.925
2	4.9385	4.2855
3	4.0379	3.4454
4	3.758	3.1989
5	3.5754	3.0409
6	3.4318	2.9148
7	3.3184	2.8122
8	3.2332	2.7292
9	3.1799	2.6704
10	3.1521	2.6322
11	3.1402	2.6096
12	3.1361	2.5973
13	3.135	2.5914
14	3.1348	2.5895
15	3.1348	2.5892
16	3.1348	2.5896
17	3.1349	2.5908
18	3.1349	2.5914
19	3.1351	2.5925
20	3.135	2.5925
21	3.1349	2.5921
22	3.1346	2.5913
23	3.1344	2.5911
24	3.1341	2.5918
25	3.1332	2.5905
26	3.1318	2.59
27	3.129	2.5878
28	3.1237	2.5836
29	3.1163	2.5777
30	3.1062	2.5671
31	3.0922	2.5517
32	3.0735	2.5348
33	3.0493	2.5128
34	3.0164	2.4841
35	2.9716	2.4422
36	2.9142	2.3856
37	2.8475	2.3199
38	2.7387	2.2221
39	2.5956	2.0902
40	2.4473	1.9531
41	2.3523	1.8399
42	2.2775	1.7532
43	2.2291	1.7052
44	2.2042	1.6496
45	2.171	1.6407
46	2.1491	1.622
47	2.1288	1.6009
48	2.1279	1.6081
49	2.1063	1.5782
50	2.0977	1.57
51	2.0911	1.5686
52	2.0816	1.555
53	2.0827	1.5639
54	2.0706	1.5466
55	2.0719	1.5536
56	2.0637	1.5439
57	2.0665	1.5526
58	2.0507	1.5316
59	2.0425	1.5163
60	2.0305	1.5112
61	2.0249	1.5133
62	2.0014	1.478
63	1.9861	1.4606
64	2.0142	1.5102
65	1.9807	1.4435
66	1.9878	1.4421
67	1.9056	1.4147
68	1.8581	1.3578
69	1.8135	1.3497
70	1.8223	1.3654
71	1.76	1.3003
72	1.7472	1.297
73	1.7919	1.3454
74	1.717	1.2666
75	1.6914	1.2495
76	1.6808	1.243
77	1.752	1.2793
78	1.6633	1.2312
79	1.6454	1.2116
80	1.6317	1.1996
81	1.631	1.2028
82	1.619	1.1882
83	1.6055	1.1775
84	1.6124	1.1936
85	1.6165	1.1913
86	1.576	1.1598
87	1.574	1.1574
88	1.563	1.1516
89	1.589	1.1737
90	1.5699	1.1528
91	1.5548	1.1433
92	1.5367	1.1274
93	1.5263	1.1239
94	1.522	1.115
95	1.5209	1.116
96	1.5281	1.1296
97	1.5196	1.1185
98	1.4983	1.0969
99	1.5007	1.0973
100	1.5322	1.1255
101	1.4849	1.0897
102	1.4856	1.0873
103	1.4876	1.0861
104	1.4926	1.1011
105	1.4774	1.0812
106	1.4637	1.0669
107	1.4633	1.0683
108	1.5032	1.1043
109	1.4545	1.0605
110	1.4517	1.0565
111	1.4833	1.0816
112	1.4596	1.0634
113	1.4532	1.0585
114	1.4516	1.0593
115	1.4812	1.0838
116	1.4353	1.0465
117	1.4559	1.063
118	1.433	1.042
119	1.4228	1.0338
120	1.4643	1.0718
121	1.4471	1.0648
122	1.4245	1.0371
123	1.4545	1.0652
124	1.4654	1.0798
125	1.4142	1.0297
126	1.4505	1.0654
127	1.4456	1.0619
128	1.4046	1.019
129	1.4601	1.0706
130	1.41	1.0254
131	1.3932	1.0097
132	1.3987	1.0138
133	1.3862	1.0017
134	1.3933	1.0153
135	1.3882	1.0044
136	1.3806	0.9972
137	1.3839	1.0003
138	1.3798	0.9976
139	1.3872	1.0089
140	1.3958	1.0116
141	1.3807	0.9989
142	1.3832	1.0015
143	1.3984	1.022
144	1.3742	0.9962
145	1.3588	0.9809
146	1.4047	1.0235
147	1.3627	0.985
148	1.355	0.9785
149	1.3506	0.9748
150	1.3797	1.0052
151	1.3618	0.9868
152	1.3643	0.9867
153	1.3425	0.9659
154	1.3386	0.9641
155	1.335	0.9603
156	1.3322	0.9582
157	1.3295	0.9551
158	1.3573	0.9819
159	1.3553	0.9901
160	1.3349	0.9626
161	1.3512	0.9788
162	1.3274	0.9594
163	1.3192	0.9492
164	1.3128	0.9428
165	1.3103	0.9417
166	1.3226	0.9561
167	1.3226	0.9571
168	1.3001	0.9308
