epoch:	train_RMSD:	train_MAE:	val_RMSD:	val_MAE:	test_RMSD:	test_MAE:
259	0.903	0.6412	1.1307	0.707	1.0541	0.7069
260	0.9157	0.6621	1.1403	0.7275	1.0812	0.73
261	0.8945	0.6382	1.1206	0.7049	1.0469	0.6981
262	0.8995	0.6385	1.1294	0.7075	1.055	0.7079
263	0.8883	0.6304	1.1111	0.6989	1.0439	0.6984
264	0.8855	0.6251	1.1074	0.6899	1.035	0.6926
265	0.885	0.6274	1.1126	0.6933	1.0433	0.6966
266	0.8796	0.6234	1.1129	0.6918	1.0386	0.6916
267	0.8804	0.6206	1.1104	0.6865	1.0485	0.6936
268	0.8861	0.6316	1.1167	0.7011	1.0475	0.7029
269	0.8879	0.6278	1.1192	0.6949	1.0457	0.6991
270	0.8948	0.6425	1.1166	0.7055	1.0574	0.7123
271	0.8775	0.6206	1.1086	0.6901	1.0396	0.6891
272	0.8959	0.6418	1.1285	0.7071	1.0729	0.7101
273	0.933	0.6795	1.1469	0.7423	1.0648	0.7421
274	0.913	0.6641	1.1334	0.727	1.0737	0.7263
275	0.8896	0.63	1.1078	0.6945	1.0391	0.6981
276	0.879	0.6196	1.1041	0.688	1.0337	0.6886
277	0.9104	0.6604	1.1355	0.7251	1.0863	0.7275
278	0.9111	0.6586	1.1378	0.7296	1.0587	0.7297
279	0.8849	0.6306	1.1266	0.6999	1.0657	0.6972
280	0.8767	0.6195	1.0994	0.6847	1.0291	0.6909
281	0.8807	0.6245	1.1145	0.6905	1.0385	0.688
282	0.8758	0.6228	1.1065	0.6885	1.0454	0.6976
283	0.8774	0.6203	1.103	0.6879	1.022	0.6904
284	0.9518	0.7013	1.179	0.7642	1.1241	0.7624
285	0.9089	0.6595	1.1302	0.7218	1.0552	0.7269
286	0.9042	0.6556	1.1354	0.7239	1.0776	0.725
287	0.894	0.6367	1.1064	0.6974	1.0313	0.7016
288	0.8815	0.6283	1.1147	0.6976	1.049	0.7018
289	0.9245	0.684	1.157	0.7531	1.0783	0.751
290	0.8972	0.6465	1.1342	0.7104	1.0705	0.7135
291	0.9192	0.6687	1.1247	0.7283	1.0494	0.7335
292	0.865	0.6076	1.1236	0.677	1.0525	0.6813
293	0.8942	0.6383	1.1142	0.702	1.0356	0.7024
294	0.8813	0.6285	1.137	0.7008	1.0671	0.7003
295	0.8915	0.6454	1.1159	0.7155	1.0358	0.7136
296	0.8879	0.6413	1.1265	0.7093	1.0692	0.7156
297	0.8925	0.6365	1.1113	0.7011	1.0428	0.7061
298	0.8811	0.6298	1.117	0.6992	1.0435	0.7044
299	0.894	0.6518	1.1286	0.7235	1.0579	0.7216
300	0.8727	0.6239	1.1209	0.6952	1.0495	0.6951
301	0.8757	0.6289	1.1171	0.6983	1.0342	0.7004
302	0.8709	0.6225	1.1226	0.6944	1.063	0.6984
303	0.8584	0.6064	1.0929	0.6803	1.0145	0.6767
304	0.8871	0.6347	1.1307	0.7034	1.0473	0.7092
305	0.9117	0.667	1.1469	0.7318	1.0788	0.7317
306	0.8841	0.636	1.119	0.7025	1.0398	0.7091
307	0.8667	0.622	1.1037	0.6925	1.0359	0.6942
308	0.8523	0.602	1.1004	0.676	1.0319	0.6806
309	0.8623	0.6148	1.1044	0.6826	1.0306	0.6881
310	0.854	0.6055	1.1191	0.6858	1.0323	0.6766
311	0.847	0.5971	1.0979	0.6725	1.024	0.6755
312	0.8456	0.5973	1.1001	0.6753	1.0238	0.6721
313	0.8439	0.5951	1.1054	0.6702	1.0242	0.6733
314	0.8602	0.6116	1.1121	0.6905	1.015	0.6834
315	0.8454	0.5983	1.1142	0.6779	1.0358	0.674
316	0.8832	0.6376	1.1277	0.7102	1.0529	0.7131
317	0.8629	0.6191	1.1306	0.6921	1.0547	0.6913
318	0.8511	0.6073	1.1086	0.68	1.0295	0.685
319	0.8721	0.6291	1.1336	0.7027	1.0707	0.7062
320	0.8606	0.6165	1.1164	0.6979	1.0286	0.6948
321	0.8491	0.6038	1.1242	0.6848	1.0477	0.6821
322	0.8358	0.59	1.0939	0.6697	1.011	0.6686
323	0.8364	0.5893	1.112	0.6675	1.0397	0.6759
324	0.8601	0.6176	1.1156	0.6896	1.0496	0.6974
325	0.8586	0.615	1.1272	0.6953	1.0361	0.6912
326	0.8775	0.6371	1.1369	0.7116	1.0679	0.7123
327	0.8809	0.6449	1.1352	0.7221	1.0467	0.7223
328	0.8528	0.6115	1.1142	0.6856	1.0496	0.6928
329	0.8873	0.6392	1.1366	0.7089	1.0461	0.713
330	0.8459	0.6043	1.1051	0.6768	1.0338	0.6855
331	0.8335	0.5893	1.094	0.6707	1.0096	0.6668
332	0.8297	0.5855	1.1023	0.6683	1.0214	0.6628
333	0.8335	0.5887	1.092	0.6653	1.0139	0.674
334	0.8448	0.6051	1.1267	0.6884	1.046	0.6842
335	0.8253	0.5808	1.1001	0.661	1.019	0.665
336	0.8312	0.5898	1.0997	0.6718	1.0285	0.6736
337	0.8325	0.5871	1.1146	0.6734	1.0248	0.6628
338	0.8501	0.6083	1.102	0.6842	1.0189	0.6892
339	0.8339	0.5866	1.1302	0.6723	1.0515	0.6668
340	0.8299	0.5886	1.0786	0.6639	1.001	0.6649
