epoch:	train_RMSD:	train_MAE:
0	6.919	6.303
1	6.7705	6.1485
2	6.2629	5.6204
3	4.9035	4.2453
4	4.1254	3.5188
5	3.8371	3.2618
6	3.6699	3.1172
7	3.5408	3.0058
8	3.4332	2.9112
9	3.3427	2.8303
10	3.2681	2.7614
11	3.2102	2.7044
12	3.1699	2.661
13	3.1453	2.6302
14	3.1315	2.6085
15	3.1249	2.5947
16	3.122	2.5861
17	3.1209	2.581
18	3.1206	2.5783
19	3.1206	2.578
20	3.1207	2.5794
21	3.1207	2.5793
22	3.1208	2.5799
23	3.1208	2.5801
24	3.1208	2.5803
25	3.1209	2.5808
26	3.1208	2.5803
27	3.1209	2.5806
28	3.1208	2.5804
29	3.1208	2.5804
30	3.1208	2.5805
31	3.1208	2.5805
32	3.1207	2.5797
33	3.1208	2.5802
34	3.1207	2.5798
35	3.1207	2.5792
36	3.1207	2.579
37	3.1208	2.5801
38	3.1209	2.5805
39	3.1208	2.5805
40	3.1208	2.5803
41	3.1208	2.5803
42	3.1209	2.5805
43	3.121	2.5812
44	3.1209	2.5809
45	3.1208	2.5804
46	3.1209	2.5806
47	3.1209	2.5809
48	3.1209	2.5806
49	3.1209	2.5809
50	3.121	2.5813
51	3.1209	2.5807
52	3.1209	2.5807
53	3.1209	2.5806
54	3.1209	2.5806
55	3.1208	2.5804
56	3.1207	2.5795
57	3.1208	2.5798
58	3.1208	2.5798
59	3.1208	2.58
60	3.121	2.5815
61	3.121	2.5816
62	3.1208	2.5802
63	3.1208	2.58
64	3.1208	2.58
65	3.1208	2.5801
66	3.1208	2.58
67	3.1211	2.5818
68	3.1211	2.5822
69	3.121	2.5815
70	3.1211	2.5822
71	3.1209	2.581
72	3.1208	2.5805
73	3.1209	2.5808
74	3.1209	2.5806
75	3.1208	2.5804
76	3.1208	2.5806
77	3.121	2.5815
78	3.1208	2.58
79	3.1208	2.5799
80	3.1208	2.5803
81	3.1209	2.581
82	3.1208	2.5807
83	3.1207	2.5799
84	3.1208	2.5802
85	3.1208	2.5808
86	3.1208	2.5809
87	3.1206	2.5801
88	3.1203	2.5808
89	3.1195	2.5812
90	3.1185	2.5803
91	3.1171	2.5779
92	3.1157	2.5763
93	3.1132	2.5727
94	3.1099	2.5696
95	3.1049	2.5646
96	3.0944	2.5563
97	3.0577	2.5251
98	2.8732	2.3702
99	2.6002	2.1239
100	2.4688	1.9686
101	2.3593	1.8571
102	2.2732	1.7384
103	2.2209	1.6872
104	2.1823	1.6345
105	2.1654	1.6184
106	2.1471	1.5926
107	2.1385	1.5894
108	2.1249	1.5716
109	2.117	1.5727
110	2.1036	1.5568
111	2.0888	1.5567
112	2.0722	1.5526
113	2.0429	1.5288
114	2.0198	1.5212
115	1.9575	1.4686
116	1.9063	1.4305
117	1.8645	1.4026
118	1.8581	1.3961
119	1.8651	1.3886
120	1.7843	1.336
121	1.7545	1.31
122	1.7289	1.2933
123	1.6909	1.2609
124	1.6559	1.2406
125	1.6395	1.2331
126	1.6021	1.2017
127	1.5871	1.1858
128	1.5645	1.1687
129	1.5452	1.1529
130	1.5497	1.1529
131	1.523	1.133
132	1.5051	1.1188
133	1.4976	1.1105
134	1.4737	1.09
135	1.491	1.101
136	1.4529	1.0727
137	1.4307	1.0519
138	1.4258	1.0454
139	1.419	1.0476
140	1.3982	1.0278
141	1.3897	1.0183
142	1.3837	1.0156
143	1.396	1.0297
144	1.3872	1.0147
145	1.3565	0.9913
146	1.3686	1.0083
147	1.3509	0.9878
148	1.3497	0.9837
149	1.3336	0.9702
150	1.3224	0.9596
151	1.3484	0.9907
152	1.3163	0.9551
153	1.3155	0.9548
154	1.3182	0.9632
155	1.3017	0.9456
156	1.3073	0.9484
157	1.3068	0.9518
158	1.2894	0.9326
159	1.2821	0.9272
160	1.2853	0.9324
161	1.3008	0.9488
162	1.291	0.9369
163	1.2711	0.9214
164	1.2774	0.923
165	1.2719	0.9234
166	1.2561	0.9044
167	1.2543	0.905
168	1.2649	0.9182
169	1.2782	0.9315
170	1.2426	0.8933
171	1.2724	0.9223
172	1.2447	0.897
173	1.2457	0.899
174	1.2534	0.9088
175	1.2368	0.8933
176	1.2296	0.8845
177	1.3197	0.9746
178	1.2231	0.8801
179	1.2574	0.9205
180	1.2377	0.8952
181	1.2513	0.9083
182	1.2144	0.8734
183	1.2419	0.9008
184	1.2199	0.8805
185	1.2178	0.8724
186	1.2058	0.8665
187	1.2167	0.8752
188	1.2145	0.8751
189	1.2009	0.8614
190	1.1955	0.8575
191	1.2062	0.8697
192	1.184	0.8474
193	1.1909	0.8536
194	1.1825	0.8462
195	1.181	0.8449
196	1.1837	0.8511
197	1.1765	0.8415
198	1.1741	0.8423
199	1.1686	0.8329
200	1.1639	0.8304
201	1.2031	0.8716
202	1.1643	0.8325
203	1.1753	0.8466
204	1.1925	0.8594
205	1.1677	0.8431
206	1.1525	0.8214
207	1.1509	0.8199
208	1.1543	0.8281
209	1.1464	0.8185
210	1.1698	0.8467
211	1.147	0.8195
212	1.143	0.8197
213	1.1596	0.8367
214	1.1339	0.8041
215	1.1296	0.8005
216	1.1382	0.8131
217	1.1229	0.7969
218	1.1237	0.7967
219	1.1176	0.7907
220	1.1219	0.7939
221	1.1142	0.7899
222	1.1086	0.7873
223	1.1133	0.7913
224	1.1073	0.783
225	1.1023	0.7837
226	1.0982	0.7789
227	1.0937	0.7717
228	1.1072	0.7874
229	1.0942	0.7761
230	1.0962	0.7782
231	1.0892	0.7729
232	1.0897	0.78
233	1.0743	0.7598
234	1.0863	0.7737
235	1.1118	0.7898
236	1.1196	0.8103
237	1.0846	0.7764
238	1.0655	0.755
239	1.0718	0.7672
240	1.0979	0.7803
241	1.0607	0.7521
242	1.0949	0.7895
243	1.0527	0.7496
244	1.0616	0.7516
245	1.0546	0.753
246	1.0593	0.7566
247	1.0482	0.7501
248	1.0405	0.7435
249	1.0286	0.728
250	1.0269	0.7318
251	1.0197	0.723
252	1.0287	0.7372
253	1.0257	0.73
254	1.0155	0.7209
255	1.0146	0.7269
256	1.0232	0.7251
257	1.0432	0.7572
258	1.0031	0.7114
259	1.0017	0.7141
260	1.0081	0.7213
261	0.9933	0.7018
262	0.9941	0.7072
263	0.9875	0.6999
264	0.9957	0.711
265	1.0072	0.7243
266	0.9957	0.7029
267	0.99	0.7078
268	0.9811	0.6949
269	0.9892	0.708
270	0.9845	0.7012
271	0.9904	0.7034
272	0.9916	0.7113
273	0.9766	0.7
274	0.9669	0.6851
275	1.0113	0.7372
276	0.9701	0.6895
277	0.9684	0.6875
278	0.9589	0.6773
279	0.9556	0.6765
280	0.9554	0.6775
281	0.9522	0.6719
282	0.9476	0.6677
283	0.9461	0.6693
284	0.9464	0.668
285	0.9662	0.6932
286	0.966	0.6841
287	0.9427	0.6686
288	0.9383	0.663
289	0.9397	0.6673
290	0.9583	0.6834
291	0.9514	0.6767
292	0.9378	0.6624
293	0.9302	0.6571
294	0.9372	0.6664
295	0.935	0.6601
296	0.9413	0.6708
297	0.9399	0.6675
298	0.9324	0.6654
299	0.9318	0.6563
300	0.9262	0.6565
301	0.9223	0.6537
302	0.9501	0.685
303	0.9513	0.6807
304	0.9537	0.6946
305	0.9179	0.6494
306	0.9291	0.6666
307	0.9393	0.6704
308	0.9135	0.6463
309	0.9258	0.6573
310	0.9371	0.6741
311	0.9057	0.6396
312	0.9164	0.655
313	0.9025	0.6365
314	0.9199	0.6575
315	0.8988	0.6328
316	0.9029	0.6379
317	0.8984	0.6358
318	0.9258	0.6617
319	0.9026	0.6385
320	0.8979	0.6372
321	0.8957	0.6341
322	0.8998	0.6426
323	0.9124	0.6492
324	0.9011	0.6426
325	0.8915	0.6269
326	0.8908	0.63
327	0.9044	0.6444
328	0.9128	0.6518
329	0.8866	0.6261
330	0.8835	0.6203
331	0.8855	0.6261
332	0.8841	0.6235
333	0.8786	0.6181
334	0.8788	0.6174
335	0.8882	0.6309
336	0.8947	0.6339
337	0.8818	0.6241
338	0.8745	0.6161
339	0.8871	0.6312
340	0.879	0.6245
341	0.8758	0.6139
342	0.8728	0.6162
343	0.8848	0.6288
