epoch:	train_RMSD:	train_MAE:	val_RMSD:	val_MAE:	test_RMSD:	test_MAE:
275	1.0313	0.7386	1.3912	0.8032	1.2037	0.7964
276	0.9602	0.6767	1.3576	0.7632	1.1509	0.7496
277	0.9672	0.6797	1.3658	0.7658	1.1653	0.7619
278	0.9669	0.6748	1.3449	0.7437	1.1495	0.7438
279	0.9602	0.672	1.3636	0.7616	1.159	0.7491
280	0.9658	0.6745	1.348	0.7547	1.1479	0.7496
281	0.9606	0.6695	1.3463	0.7479	1.1469	0.7473
282	1.0359	0.7318	1.4187	0.8079	1.2425	0.7927
283	0.9951	0.7055	1.3731	0.7906	1.1868	0.7865
284	0.9994	0.7064	1.3648	0.7727	1.1783	0.7703
285	0.9568	0.6688	1.3435	0.7452	1.1523	0.7513
286	0.9434	0.6583	1.3428	0.7432	1.1439	0.7418
287	0.953	0.6655	1.3426	0.7465	1.153	0.7553
288	0.9498	0.6643	1.3472	0.7455	1.1498	0.7398
289	0.9549	0.6633	1.3467	0.7472	1.1455	0.7429
290	0.9611	0.6788	1.3491	0.754	1.1515	0.7468
291	0.9659	0.68	1.3661	0.7625	1.1609	0.7526
292	0.9381	0.6559	1.3462	0.7444	1.14	0.7398
293	0.9885	0.6941	1.3643	0.7733	1.171	0.7685
294	1.0393	0.7428	1.4015	0.8132	1.2136	0.7938
295	0.9967	0.7077	1.3713	0.7843	1.1756	0.7705
296	0.9517	0.6631	1.3417	0.7486	1.1487	0.7498
297	0.9501	0.6642	1.343	0.7443	1.1532	0.7408
298	0.937	0.6536	1.3278	0.7355	1.1361	0.7331
299	0.9521	0.6662	1.3443	0.7503	1.1534	0.7422
300	0.9415	0.6578	1.3447	0.7462	1.1498	0.737
301	0.9724	0.6838	1.3514	0.7713	1.1671	0.7677
302	0.9909	0.6968	1.3492	0.7681	1.1605	0.7556
303	0.9715	0.6856	1.3502	0.7703	1.1664	0.764
304	0.9479	0.6644	1.3275	0.7417	1.133	0.7381
305	0.9335	0.6488	1.3156	0.7298	1.1236	0.7321
306	0.937	0.6517	1.3296	0.7324	1.1389	0.7369
307	0.9474	0.6705	1.3412	0.7585	1.1628	0.7602
308	0.9426	0.6559	1.3223	0.7319	1.1326	0.7329
309	0.9325	0.6466	1.3272	0.7307	1.1353	0.7346
310	0.9336	0.6587	1.3313	0.7448	1.1379	0.7404
311	0.9313	0.6467	1.3233	0.7297	1.14	0.7395
312	0.9192	0.6384	1.3233	0.7258	1.1269	0.7303
313	0.9179	0.6375	1.3199	0.7227	1.1269	0.7237
314	0.925	0.6452	1.3309	0.7339	1.1393	0.7319
315	0.9599	0.6796	1.3431	0.7603	1.1569	0.7668
316	0.9391	0.6543	1.3242	0.7401	1.1292	0.7325
317	0.9139	0.6338	1.3078	0.7173	1.1254	0.7262
318	0.9999	0.7108	1.366	0.7842	1.1902	0.7795
319	0.972	0.6903	1.3607	0.782	1.1792	0.7845
320	0.9342	0.6534	1.3313	0.7412	1.1351	0.7352
321	0.9809	0.691	1.372	0.7817	1.1801	0.7867
322	0.9622	0.6774	1.3566	0.7628	1.1692	0.7511
323	0.9234	0.6401	1.3137	0.7236	1.1259	0.7286
324	0.9218	0.6431	1.3128	0.7272	1.1206	0.7261
325	0.9207	0.6471	1.3176	0.737	1.1228	0.7363
326	0.9119	0.6342	1.3162	0.727	1.125	0.7233
327	0.9343	0.6533	1.3278	0.7392	1.1364	0.7347
328	0.9327	0.653	1.3175	0.7355	1.1356	0.7406
329	0.9186	0.6408	1.3185	0.7299	1.1314	0.7287
330	0.9437	0.6601	1.3389	0.7503	1.1508	0.7571
331	0.9088	0.6304	1.3104	0.7196	1.1154	0.7201
332	0.905	0.6273	1.3205	0.7235	1.1197	0.7164
333	0.9	0.6229	1.3095	0.7164	1.1119	0.7145
334	0.9385	0.6542	1.3268	0.7407	1.1383	0.7443
335	0.9173	0.6387	1.3165	0.7271	1.1278	0.7345
336	0.9724	0.684	1.3782	0.7737	1.197	0.7633
337	0.9565	0.6862	1.3524	0.7775	1.1634	0.7826
338	0.9046	0.6257	1.3109	0.7161	1.1188	0.7167
339	0.9179	0.6397	1.3072	0.7225	1.1158	0.7174
340	0.9021	0.63	1.3116	0.7229	1.1167	0.7222
341	0.9118	0.6353	1.3094	0.7212	1.1107	0.7201
342	0.9026	0.6242	1.3084	0.7178	1.1146	0.7205
343	0.8943	0.6211	1.3105	0.7137	1.1138	0.7106
344	0.8943	0.6206	1.3161	0.718	1.1165	0.7205
345	0.8904	0.6161	1.3085	0.7146	1.1081	0.7124
346	0.8939	0.6168	1.3014	0.7123	1.1043	0.7071
347	0.9129	0.6343	1.311	0.7205	1.1136	0.723
348	0.9123	0.64	1.3352	0.7397	1.1325	0.7277
349	0.9172	0.6436	1.3257	0.7372	1.1269	0.7382
350	0.9019	0.6239	1.2962	0.713	1.1048	0.7115
351	0.8959	0.6175	1.2942	0.7064	1.1079	0.706
352	0.8864	0.6126	1.2991	0.7053	1.1035	0.7049
353	0.9089	0.6347	1.3094	0.728	1.1106	0.7208
354	0.891	0.6184	1.2883	0.7078	1.0967	0.7071
355	0.8948	0.617	1.2994	0.7117	1.0978	0.7093
356	0.8907	0.6173	1.2937	0.7083	1.101	0.7063
357	0.988	0.7056	1.3807	0.8037	1.1959	0.8052
358	0.9286	0.6539	1.3253	0.7451	1.1426	0.734
359	0.8973	0.6244	1.2988	0.7143	1.1044	0.7127
360	0.8998	0.6221	1.2992	0.7144	1.1067	0.7154
361	0.8968	0.6233	1.2914	0.712	1.1088	0.7123
362	0.9804	0.7051	1.3596	0.7911	1.1862	0.8064
363	0.9665	0.6903	1.3537	0.7817	1.1844	0.7671
364	0.9297	0.6488	1.3154	0.7368	1.1276	0.7271
365	0.9183	0.6396	1.3138	0.7305	1.1267	0.7374
366	0.8798	0.6075	1.2927	0.7086	1.0992	0.7058
367	0.8911	0.6216	1.2978	0.7189	1.1034	0.7101
368	0.885	0.6154	1.2922	0.7126	1.1255	0.7208
369	0.8725	0.6024	1.2811	0.6961	1.0873	0.697
370	0.8789	0.607	1.2842	0.7036	1.0907	0.6998
371	0.8755	0.6029	1.2939	0.7036	1.0928	0.7023
372	0.8818	0.6067	1.2949	0.7007	1.0968	0.7082
373	0.8951	0.627	1.3057	0.7259	1.1063	0.7145
374	0.8791	0.6026	1.2923	0.6974	1.0983	0.7033
375	0.8721	0.6001	1.2957	0.7014	1.1006	0.7068
376	0.8712	0.6063	1.2895	0.7052	1.0988	0.7094
377	0.8722	0.6013	1.2827	0.6947	1.0983	0.7004
378	0.9132	0.643	1.3096	0.7375	1.1081	0.7239
379	0.8745	0.6038	1.2901	0.7061	1.0864	0.6977
380	0.9322	0.6542	1.3298	0.7489	1.1373	0.7592
381	0.8868	0.6177	1.3083	0.7245	1.1257	0.7175
382	0.8798	0.608	1.2828	0.7084	1.0937	0.7136
383	0.896	0.6169	1.2929	0.7166	1.0985	0.7165
384	0.9052	0.6298	1.3064	0.7264	1.1445	0.7297
385	0.9187	0.6661	1.3216	0.7631	1.1347	0.7665
386	0.8752	0.6058	1.2816	0.7007	1.0802	0.7008
387	0.8696	0.5998	1.2797	0.6978	1.0838	0.7015
388	0.9094	0.6354	1.3016	0.73	1.1104	0.7315
389	0.9104	0.6531	1.3104	0.7428	1.1186	0.736
390	0.903	0.6459	1.3116	0.7445	1.1154	0.7505
391	0.8778	0.6065	1.2926	0.7044	1.0939	0.7061
392	0.8784	0.6062	1.2832	0.7017	1.094	0.7066
393	0.8805	0.6094	1.3093	0.7161	1.1124	0.7184
394	0.8983	0.6242	1.3055	0.7211	1.1062	0.715
395	0.8645	0.5986	1.2921	0.701	1.1176	0.7036
396	0.8841	0.6178	1.2888	0.7158	1.0998	0.7115
397	0.9113	0.6403	1.3109	0.7374	1.1223	0.7399
398	0.917	0.6474	1.322	0.7511	1.1259	0.733
399	0.9042	0.634	1.3094	0.7289	1.1199	0.7406
400	0.9031	0.6317	1.3	0.7301	1.1181	0.725
401	0.8707	0.6032	1.2902	0.7065	1.1106	0.7029
402	0.9299	0.6611	1.3159	0.753	1.1328	0.7595
403	0.9241	0.6613	1.3123	0.7523	1.1393	0.7455
404	0.9296	0.6724	1.3307	0.773	1.1425	0.7729
405	0.8548	0.5909	1.2658	0.6896	1.0746	0.6887
406	0.8626	0.5935	1.2744	0.6958	1.0799	0.7002
407	0.857	0.5932	1.2802	0.7006	1.099	0.6978
408	0.8514	0.5867	1.2735	0.6952	1.0912	0.6976
409	0.8546	0.5913	1.2679	0.6921	1.0868	0.7015
410	0.8495	0.5864	1.2713	0.6935	1.0776	0.6959
411	0.847	0.5854	1.2672	0.6839	1.0716	0.685
412	0.8545	0.595	1.2816	0.7042	1.0788	0.7051
413	0.8452	0.583	1.2642	0.6843	1.0844	0.6896
414	0.8663	0.5995	1.2787	0.7034	1.099	0.7085
415	0.8487	0.5903	1.2702	0.6955	1.074	0.6977
416	0.8445	0.5808	1.2622	0.6834	1.0657	0.6841
417	0.8787	0.6166	1.2747	0.7098	1.0839	0.7074
418	0.8594	0.6059	1.288	0.71	1.1144	0.7215
419	0.8687	0.6103	1.2777	0.7115	1.0858	0.7038
420	0.874	0.6112	1.2896	0.7133	1.0932	0.7203
421	0.8647	0.604	1.2741	0.7068	1.0765	0.6991
422	0.8525	0.589	1.2657	0.6897	1.0724	0.6972
423	0.8377	0.5767	1.2577	0.6826	1.0726	0.6873
424	0.864	0.6067	1.2855	0.7135	1.1117	0.7224
425	0.8931	0.6365	1.2792	0.7284	1.1037	0.73
426	0.893	0.6295	1.3043	0.7376	1.1141	0.7389
427	0.96	0.6869	1.3311	0.7728	1.1557	0.7592
428	0.8532	0.593	1.2728	0.6985	1.096	0.71
429	0.8687	0.6083	1.2765	0.7096	1.0863	0.7185
430	0.9243	0.6746	1.3003	0.7585	1.1188	0.7512
431	0.8643	0.6151	1.2909	0.7284	1.1084	0.7298
432	0.8677	0.6044	1.2671	0.7046	1.0877	0.7113
433	0.9074	0.6477	1.2841	0.7368	1.1028	0.731
434	0.8351	0.5779	1.2507	0.6809	1.063	0.6878
435	0.8327	0.5754	1.2478	0.6815	1.0659	0.6808
436	0.8388	0.5791	1.2524	0.6862	1.0674	0.683
437	0.8357	0.5731	1.2484	0.6752	1.0655	0.6821
438	0.8412	0.5778	1.2665	0.6868	1.0772	0.6953
