epoch:	train_RMSD:	train_MAE:
269	1.0138	0.7173
270	0.9907	0.6938
271	0.9998	0.7018
272	1.0068	0.7124
273	0.9852	0.6904
274	0.9883	0.6912
275	0.9764	0.6814
276	0.9787	0.6844
277	0.9742	0.6806
278	0.988	0.6986
279	0.9689	0.6735
280	0.9866	0.69
281	0.9684	0.6723
282	0.9732	0.6795
283	0.9711	0.6783
284	0.9593	0.6674
285	0.9574	0.6676
286	0.9563	0.664
287	0.9533	0.6631
288	0.9609	0.6695
289	0.9546	0.6637
290	0.9525	0.6619
291	0.9584	0.6651
292	0.9508	0.6607
293	0.9515	0.6614
294	0.944	0.654
295	0.9564	0.6676
296	0.9444	0.6547
297	0.9645	0.6789
298	0.9455	0.6634
299	0.9414	0.654
300	0.9336	0.6461
301	0.933	0.6463
302	0.9298	0.6434
303	0.9407	0.6573
304	0.9284	0.6426
305	0.9419	0.6585
306	0.9574	0.6812
307	0.9408	0.6597
308	0.9313	0.6509
309	0.9303	0.6467
310	0.9256	0.6421
311	0.9262	0.6408
312	0.9488	0.6619
313	0.9229	0.6409
314	0.9182	0.6332
315	0.9214	0.6428
316	0.9161	0.6347
317	0.9562	0.6834
318	0.9819	0.7091
319	0.9224	0.6435
320	0.9519	0.666
321	0.9311	0.6492
322	0.9101	0.6297
323	0.9138	0.6331
324	0.9095	0.6292
325	0.9429	0.6603
326	0.9041	0.6251
327	0.9258	0.648
328	0.8999	0.622
329	0.9071	0.6262
330	0.8996	0.6206
331	0.8978	0.6198
332	0.9004	0.6221
333	0.9027	0.6242
334	0.9003	0.6208
335	0.9064	0.6283
336	0.8937	0.6182
337	0.8903	0.6134
338	0.8939	0.6209
339	0.894	0.6159
340	0.8892	0.6146
341	0.8961	0.6212
342	0.9021	0.6284
343	0.9126	0.6365
344	0.8876	0.6127
345	0.8809	0.6059
346	0.8797	0.6043
347	0.8772	0.603
348	0.8824	0.607
349	0.8765	0.6044
350	0.8774	0.6038
351	0.8823	0.6096
352	0.8786	0.6067
353	0.8846	0.615
354	0.8793	0.6108
355	0.8748	0.6042
356	0.8754	0.6035
357	0.8783	0.6109
358	0.8847	0.6161
359	0.87	0.6011
360	0.8704	0.6008
361	0.8707	0.6034
362	0.8633	0.5945
363	0.8692	0.5972
364	0.8614	0.5938
365	0.864	0.5962
366	0.8683	0.6006
367	0.8586	0.5893
368	0.8704	0.6042
369	0.8702	0.6003
370	0.8647	0.5976
371	0.8596	0.5902
372	0.8689	0.6032
373	0.8524	0.5835
374	0.8522	0.5868
375	0.8529	0.5844
376	0.8515	0.5852
377	0.8461	0.582
378	0.8456	0.5791
379	0.8483	0.5859
380	0.8522	0.5885
381	0.846	0.5804
382	0.8728	0.6105
383	0.8712	0.6052
384	0.8713	0.6085
385	0.8455	0.5812
386	0.8461	0.5833
387	0.8397	0.577
388	0.8426	0.5757
389	0.8426	0.5794
390	0.8385	0.5756
391	0.8452	0.5816
392	0.835	0.5732
393	0.8332	0.5704
394	0.8367	0.5735
395	0.8446	0.5838
396	0.8365	0.5755
397	0.8336	0.5685
398	0.8344	0.5719
399	0.8357	0.5726
400	0.8395	0.5791
401	0.8367	0.5779
402	0.8305	0.5696
403	0.8319	0.5675
404	0.8338	0.5778
405	0.8305	0.5683
406	0.8244	0.5648
407	0.8263	0.5666
408	0.8362	0.5774
409	0.8718	0.6171
410	0.8668	0.6067
411	0.8759	0.6219
412	0.846	0.5884
413	0.8214	0.5614
414	0.8263	0.5721
415	0.8201	0.5601
416	0.8206	0.5621
417	0.827	0.5693
418	0.8259	0.5659
419	0.8193	0.5601
420	0.8226	0.5682
421	0.8367	0.5836
422	0.8204	0.5674
423	0.8185	0.5647
424	0.8316	0.5807
425	0.8299	0.5773
426	0.8154	0.5636
427	0.8213	0.5635
428	0.8423	0.593
429	0.84	0.5845
430	0.8337	0.5804
431	0.8424	0.5846
432	0.8345	0.5798
433	0.8104	0.5579
434	0.8241	0.5705
435	0.8086	0.5568
436	0.8078	0.554
437	0.8089	0.5557
438	0.807	0.5553
439	0.801	0.5456
440	0.8048	0.5495
441	0.7993	0.5475
442	0.8077	0.5518
443	0.8049	0.5503
444	0.799	0.5461
445	0.7963	0.5421
446	0.8074	0.5586
447	0.8034	0.5567
448	0.7982	0.5452
449	0.7948	0.5458
450	0.8444	0.5981
451	0.8204	0.5716
452	0.795	0.5441
453	0.8048	0.5538
454	0.797	0.5465
455	0.7913	0.539
456	0.811	0.5664
457	0.7909	0.5402
458	0.7891	0.5363
459	0.7944	0.5429
460	0.7953	0.5457
461	0.8073	0.5633
462	0.7912	0.5417
463	0.7926	0.5432
464	0.7899	0.5398
465	0.7859	0.5378
466	0.7994	0.5516
467	0.8524	0.603
468	0.8424	0.6
469	0.7863	0.5406
470	0.7887	0.5444
471	0.7863	0.5406
472	0.8268	0.583
473	0.8083	0.5623
474	0.7852	0.5365
475	0.7792	0.5332
476	0.782	0.5331
477	0.802	0.5543
478	0.8031	0.5549
479	0.7864	0.5406
480	0.777	0.529
481	0.7869	0.5378
482	0.7803	0.5341
483	0.7763	0.5334
484	0.7749	0.5264
485	0.7973	0.5556
486	0.8004	0.558
487	0.8162	0.5767
488	0.785	0.5423
489	0.7718	0.5269
490	0.7721	0.5244
491	0.768	0.524
492	0.7807	0.5391
493	0.769	0.5234
494	0.7728	0.5294
495	0.7692	0.5297
496	0.7738	0.5297
497	0.7998	0.5545
498	0.778	0.5358
499	0.7742	0.5334
500	0.7656	0.5264
501	0.7636	0.521
502	0.7657	0.5234
503	0.7634	0.5252
504	0.7665	0.5264
505	0.7713	0.5353
506	0.7811	0.5419
507	0.7571	0.5192
508	0.767	0.5255
509	0.7553	0.5163
510	0.7538	0.5171
511	0.7572	0.5154
512	0.7654	0.5281
513	0.7728	0.5332
514	0.7878	0.547
515	0.757	0.5145
516	0.7507	0.5119
517	0.758	0.5215
518	0.7496	0.5112
519	0.7502	0.5136
520	0.7584	0.5232
521	0.748	0.5115
522	0.7489	0.5111
523	0.7521	0.5198
524	0.7741	0.5447
525	0.7444	0.5072
526	0.7463	0.5092
527	0.7468	0.5074
528	0.7606	0.5278
529	0.7542	0.5219
530	0.7556	0.5216
531	0.7618	0.5283
532	0.7393	0.5052
533	0.7475	0.5138
534	0.7427	0.5129
535	0.7372	0.5031
536	0.7379	0.5029
537	0.7405	0.5098
538	0.741	0.5042
539	0.7461	0.5169
540	0.7539	0.5244
541	0.7568	0.5296
542	0.7302	0.4962
543	0.7313	0.4987
544	0.7366	0.5077
545	0.7319	0.5023
546	0.7407	0.5065
547	0.7818	0.5473
548	0.729	0.496
549	0.7356	0.5044
550	0.7534	0.5294
551	0.7406	0.5105
552	0.7298	0.4982
553	0.7344	0.5035
554	0.7601	0.5404
555	0.7655	0.5431
556	0.7419	0.518
557	0.7274	0.498
558	0.7246	0.4959
559	0.7233	0.4971
560	0.7455	0.5163
561	0.7415	0.5169
562	0.7201	0.4924
563	0.7219	0.4932
564	0.7207	0.4928
565	0.7695	0.5465
566	0.7648	0.5407
567	0.7207	0.4914
568	0.7393	0.5095
569	0.7206	0.494
570	0.7102	0.4845
571	0.7438	0.5248
572	0.7454	0.5213
573	0.7396	0.5204
574	0.7219	0.4965
575	0.7136	0.4928
576	0.7229	0.4971
577	0.7244	0.5017
578	0.7138	0.4903
579	0.7078	0.4832
580	0.7112	0.4867
581	0.7037	0.4805
582	0.7073	0.4885
583	0.7049	0.4819
584	0.7106	0.4904
585	0.7131	0.491
586	0.706	0.4842
587	0.7023	0.4809
588	0.7015	0.4818
589	0.6988	0.4779
590	0.7014	0.482
591	0.7104	0.4903
592	0.709	0.4942
593	0.6985	0.479
594	0.7	0.4823
595	0.7041	0.484
596	0.6972	0.4813
597	0.7035	0.4869
598	0.6985	0.4758
599	0.6944	0.4808
600	0.6967	0.4809
601	0.6968	0.4776
602	0.692	0.4748
603	0.6949	0.4771
604	0.7098	0.4963
605	0.7041	0.4857
606	0.691	0.4736
607	0.6929	0.4761
608	0.7038	0.489
609	0.6919	0.4729
610	0.6857	0.4677
611	0.6846	0.4695
612	0.6914	0.475
613	0.6857	0.4677
614	0.7115	0.4957
615	0.6834	0.4686
616	0.6989	0.4855
617	0.6907	0.4803
618	0.7042	0.493
619	0.7078	0.4935
620	0.6847	0.4719
621	0.6808	0.4691
622	0.6886	0.4733
623	0.686	0.4723
624	0.6879	0.4775
625	0.6838	0.469
626	0.7106	0.497
627	0.6856	0.4712
628	0.6788	0.4697
629	0.6835	0.4688
630	0.6794	0.4674
631	0.6953	0.4873
632	0.6783	0.4658
633	0.68	0.4696
634	0.6776	0.4651
635	0.6814	0.4698
636	0.7163	0.5098
637	0.6916	0.4829
638	0.6835	0.476
639	0.6805	0.471
640	0.6719	0.4615
641	0.6755	0.4672
642	0.6824	0.474
643	0.7166	0.5121
644	0.6733	0.4647
645	0.6693	0.4636
646	0.672	0.4656
647	0.6829	0.4757
648	0.6673	0.4616
649	0.6676	0.4617
650	0.6709	0.4667
651	0.6752	0.4665
652	0.7012	0.4976
653	0.6833	0.4766
654	0.6902	0.4837
655	0.6669	0.4594
656	0.6613	0.454
657	0.6708	0.4618
658	0.6843	0.4783
659	0.6639	0.46
660	0.6947	0.4958
661	0.6793	0.4777
662	0.6688	0.4643
663	0.6723	0.463
664	0.6709	0.4659
665	0.6787	0.4694
666	0.7025	0.5023
667	0.6695	0.464
668	0.6755	0.4717
669	0.6574	0.4505
670	0.6615	0.4569
671	0.6707	0.4721
672	0.6536	0.4487
673	0.6662	0.4597
674	0.6729	0.4697
675	0.6585	0.4563
676	0.6517	0.4496
677	0.6587	0.4564
678	0.6507	0.4485
679	0.6479	0.4438
680	0.6598	0.4597
681	0.6503	0.4468
682	0.6495	0.4486
683	0.6554	0.4525
684	0.6497	0.4473
685	0.6525	0.4521
686	0.6631	0.4628
687	0.6594	0.4561
688	0.6725	0.4749
689	0.6895	0.4892
690	0.7254	0.5276
691	0.6561	0.4562
692	0.6491	0.4442
693	0.6521	0.4491
694	0.6471	0.4464
695	0.647	0.4455
696	0.6464	0.4472
697	0.6551	0.4524
698	0.6437	0.4392
699	0.6583	0.4578
700	0.6683	0.4713
701	0.6563	0.4563
702	0.6401	0.4373
703	0.6421	0.4419
704	0.6497	0.4486
705	0.659	0.4615
706	0.6498	0.4494
707	0.6453	0.4451
708	0.6524	0.454
709	0.6576	0.4587
710	0.6376	0.436
711	0.6417	0.444
712	0.6332	0.4345
713	0.6395	0.4407
714	0.638	0.4374
715	0.6396	0.4411
716	0.6444	0.4503
717	0.641	0.4405
718	0.6386	0.4426
719	0.6363	0.4364
720	0.6618	0.4696
721	0.6451	0.4507
722	0.637	0.4376
723	0.6357	0.4371
724	0.6436	0.4424
725	0.6342	0.4338
726	0.6345	0.4375
