epoch:	train_RMSD:	train_MAE:
0	6.9227	6.3043
1	6.5571	5.925
2	4.9385	4.2855
3	4.0379	3.4454
4	3.758	3.1989
5	3.5754	3.0409
6	3.4318	2.9148
7	3.3184	2.8122
8	3.2332	2.7292
9	3.1799	2.6704
10	3.1521	2.6322
11	3.1402	2.6096
12	3.1361	2.5973
13	3.135	2.5914
14	3.1348	2.5895
15	3.1348	2.5892
16	3.1348	2.5896
17	3.1349	2.5908
18	3.1349	2.5914
19	3.1351	2.5925
20	3.135	2.5925
21	3.1349	2.5927
22	3.1344	2.591
23	3.1339	2.5907
24	3.1331	2.591
25	3.1313	2.5888
26	3.1282	2.587
27	3.1223	2.5823
28	3.1124	2.5736
29	3.0975	2.5595
30	3.0789	2.54
31	3.0565	2.5209
32	3.0222	2.489
33	2.9805	2.4503
34	2.9342	2.4045
35	2.8826	2.3524
36	2.8097	2.2815
37	2.7308	2.2066
38	2.6091	2.0973
39	2.4928	1.9862
40	2.3796	1.8768
41	2.3033	1.7864
42	2.2464	1.7105
43	2.2054	1.6805
44	2.1778	1.6303
45	2.1571	1.6334
46	2.1329	1.6052
47	2.118	1.5905
48	2.1189	1.6013
49	2.1001	1.5745
50	2.092	1.5672
51	2.0849	1.5633
52	2.0774	1.5493
53	2.0849	1.5678
54	2.0689	1.5458
55	2.069	1.5515
56	2.062	1.5426
57	2.0624	1.5489
58	2.0488	1.5273
59	2.0425	1.5121
60	2.0289	1.503
61	2.018	1.5006
62	2.0081	1.4888
63	1.9973	1.4643
64	1.9866	1.4731
65	1.9463	1.4361
66	1.913	1.4152
67	1.8679	1.3766
68	1.8305	1.348
69	1.875	1.3661
70	1.9271	1.4499
71	1.8249	1.3338
72	1.7956	1.3244
73	1.7756	1.3089
74	1.7514	1.2923
75	1.7519	1.2998
76	1.7283	1.2759
77	1.7251	1.2617
78	1.7197	1.2579
79	1.6944	1.2401
80	1.6795	1.2286
81	1.6714	1.2271
82	1.6476	1.2082
83	1.6401	1.1976
84	1.6189	1.185
85	1.627	1.1962
86	1.5954	1.1659
87	1.6088	1.182
88	1.6066	1.1803
89	1.593	1.1666
90	1.597	1.1729
91	1.5595	1.1401
92	1.5682	1.1462
93	1.5494	1.1367
94	1.5343	1.117
95	1.56	1.1424
96	1.5168	1.1111
97	1.5084	1.1043
98	1.499	1.0935
99	1.5185	1.1071
100	1.4881	1.0837
101	1.4869	1.085
102	1.4711	1.0702
103	1.4989	1.0927
104	1.487	1.0971
105	1.4555	1.0575
106	1.4698	1.0686
107	1.4428	1.0489
108	1.4927	1.0914
109	1.4373	1.043
110	1.4606	1.0607
111	1.4901	1.0856
112	1.4534	1.0559
113	1.437	1.0416
114	1.4417	1.0496
115	1.4651	1.0676
116	1.4188	1.0289
117	1.4431	1.0526
118	1.4095	1.0214
119	1.4172	1.0275
120	1.4608	1.0693
121	1.4223	1.0398
122	1.4492	1.0597
123	1.4074	1.0202
124	1.4543	1.066
125	1.3988	1.0143
126	1.4172	1.0319
127	1.404	1.024
128	1.391	1.0067
129	1.4445	1.0552
130	1.3837	1.0022
131	1.3891	1.0091
132	1.3871	1.0039
133	1.3742	0.9941
134	1.3765	0.9985
135	1.3698	0.9893
136	1.3681	0.9884
137	1.3656	0.9854
138	1.3625	0.9832
139	1.3947	1.0195
140	1.3659	0.9873
141	1.3692	0.9885
142	1.3545	0.9751
143	1.3696	0.9953
144	1.3511	0.9782
145	1.3477	0.9705
146	1.3591	0.9799
147	1.3434	0.9665
148	1.431	1.0492
149	1.3372	0.9649
150	1.3401	0.9664
151	1.3306	0.9582
152	1.3384	0.9656
153	1.3568	0.9811
154	1.3235	0.9519
155	1.3186	0.9478
156	1.3169	0.9446
157	1.3189	0.9454
158	1.3372	0.9635
159	1.327	0.9598
160	1.3058	0.9372
161	1.3283	0.957
162	1.3213	0.9501
163	1.3212	0.9514
164	1.2971	0.9279
165	1.2962	0.9248
166	1.3073	0.941
167	1.2937	0.9284
168	1.284	0.9182
