epoch:	train_RMSD:	train_MAE:
0	6.9227	6.3043
1	6.5571	5.925
2	4.9385	4.2855
3	4.0379	3.4454
4	3.758	3.1989
5	3.5754	3.0409
6	3.4318	2.9148
7	3.3184	2.8122
8	3.2332	2.7292
9	3.1799	2.6704
10	3.1521	2.6322
11	3.1402	2.6096
12	3.1361	2.5973
13	3.135	2.5914
14	3.1348	2.5895
15	3.1348	2.5891
16	3.1348	2.5897
17	3.1349	2.5908
18	3.1349	2.5914
19	3.1351	2.5925
20	3.135	2.5925
21	3.1349	2.5921
22	3.1347	2.5913
23	3.1345	2.5917
24	3.1344	2.5929
25	3.1334	2.5907
26	3.1323	2.5904
27	3.13	2.5879
28	3.1262	2.5853
29	3.1221	2.5816
30	3.1182	2.5752
31	3.1143	2.5734
32	3.1091	2.5689
33	3.0992	2.5589
34	3.0799	2.5416
35	3.0561	2.5206
36	3.0207	2.4923
37	2.9697	2.4421
38	2.9049	2.38
39	2.8233	2.3014
40	2.7133	2.1997
41	2.5202	2.0286
42	2.4026	1.9006
43	2.3098	1.7971
44	2.2698	1.7214
45	2.215	1.6874
46	2.1838	1.6532
47	2.157	1.6259
48	2.1416	1.6178
49	2.1254	1.6
50	2.1178	1.5959
51	2.1036	1.5799
52	2.093	1.5602
53	2.088	1.5667
54	2.0767	1.5515
55	2.0759	1.5584
56	2.0688	1.5515
57	2.0725	1.5605
58	2.0547	1.5381
59	2.0437	1.5215
60	2.0306	1.5141
61	2.0149	1.5059
62	2.0026	1.4788
63	1.9592	1.4638
64	1.9171	1.4288
65	1.8952	1.4214
66	1.8047	1.3429
67	1.7853	1.3273
68	1.8026	1.3296
69	1.7953	1.3486
70	1.7632	1.3212
71	1.7012	1.26
72	1.6909	1.249
73	1.6792	1.2532
74	1.6949	1.247
75	1.6575	1.2241
76	1.6192	1.1992
77	1.6135	1.1954
78	1.6172	1.2023
79	1.594	1.1765
80	1.6462	1.2162
81	1.5885	1.1786
82	1.5885	1.1781
83	1.5588	1.1489
84	1.5585	1.1504
85	1.563	1.1554
86	1.539	1.1354
87	1.565	1.1588
88	1.5314	1.1281
89	1.5197	1.1189
90	1.5355	1.1319
91	1.5273	1.1271
92	1.5057	1.1041
93	1.5014	1.1049
94	1.5007	1.0999
95	1.4943	1.0989
96	1.5295	1.132
97	1.4922	1.0964
98	1.479	1.0831
99	1.4904	1.0925
100	1.4949	1.0955
101	1.4658	1.0748
102	1.4656	1.0695
103	1.4602	1.0656
104	1.4703	1.0799
105	1.4555	1.0597
106	1.4517	1.0575
107	1.4425	1.05
108	1.503	1.1057
109	1.4382	1.047
110	1.4374	1.0439
111	1.4754	1.0763
112	1.4456	1.0525
113	1.4273	1.0352
114	1.4252	1.0358
115	1.4291	1.0369
116	1.418	1.028
117	1.4161	1.028
118	1.4101	1.0223
119	1.4167	1.0267
120	1.4552	1.0687
121	1.4531	1.0736
122	1.4075	1.0196
123	1.4605	1.0683
124	1.4433	1.0611
125	1.4078	1.0231
126	1.4337	1.0473
127	1.4257	1.0471
128	1.3897	1.0043
129	1.4543	1.0632
130	1.4005	1.0175
131	1.3827	0.9993
132	1.3839	0.9987
133	1.3757	0.9938
134	1.3783	1.0008
135	1.3784	0.9952
136	1.3714	0.9898
137	1.3791	0.9994
138	1.3668	0.9875
139	1.3617	0.9845
140	1.4036	1.0181
141	1.3572	0.9803
142	1.3657	0.9851
143	1.385	1.0137
144	1.3529	0.979
145	1.3474	0.97
146	1.397	1.0198
147	1.3497	0.9731
148	1.3526	0.9755
149	1.3526	0.981
150	1.4067	1.03
151	1.3683	0.9998
152	1.3556	0.9778
153	1.3307	0.9586
154	1.3279	0.9573
155	1.3271	0.9546
156	1.3337	0.9653
157	1.3269	0.9535
158	1.34	0.9654
159	1.3532	0.9895
160	1.3515	0.9792
161	1.3154	0.9468
162	1.3065	0.9376
163	1.305	0.9367
164	1.2997	0.9333
165	1.2981	0.9319
166	1.316	0.9514
167	1.3044	0.9387
168	1.2904	0.9262
